Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées
22604;Hôtel de Ville de Fontenay-aux-Roses;OUI;34;29;5;0;5;OUI;OUI;2024-06-15T12:50:20+02:00;48.790844603480856, 2.2871455930319455;Fontenay-aux-Roses;
16115;Raffet - Montmorency;OUI;42;36;5;4;1;OUI;OUI;2024-06-15T12:50:24+02:00;48.85258670812, 2.2629252456151954;Paris;
20009;Docteurs Déjérine - Pte de Montreuil;OUI;20;12;7;4;3;OUI;OUI;2024-06-15T12:50:00+02:00;48.85398448133697, 2.41208288897222;Paris;
13039;Ivry - Simone Weil;OUI;18;12;6;3;3;OUI;OUI;2024-06-15T12:52:00+02:00;48.823283932030755, 2.3659095168113713;Paris;
10012;Vinaigriers - Magenta;OUI;25;5;19;13;6;OUI;OUI;2024-06-15T12:51:52+02:00;48.8731167, 2.3593052;Paris;
21031;Cimetière de Boulogne-Billancourt;OUI;40;28;12;12;0;OUI;OUI;2024-06-15T12:52:19+02:00;48.830764, 2.252024;Boulogne-Billancourt;
8001;Petit Palais;OUI;46;30;16;6;10;OUI;OUI;2024-06-15T12:48:36+02:00;48.8667692, 2.3157655;Paris;
21702;Gare SNCF Vanves-Malakoff;OUI;51;36;15;3;12;OUI;OUI;2024-06-15T12:45:29+02:00;48.819002163836444, 2.292150005103606;Vanves;
13121;Bruneseau - Quai d'Ivry;OUI;46;18;26;24;2;OUI;OUI;2024-06-15T12:48:52+02:00;48.82494563758295, 2.388566136360169;Ivry-sur-Seine;
15043;Brancion - Lefebvre;OUI;11;5;4;0;4;OUI;OUI;2024-06-15T12:49:38+02:00;48.82900222785569, 2.301431038163409;Paris;
32301;Mairie de Romainville;OUI;17;12;4;0;4;OUI;OUI;2024-06-15T12:51:00+02:00;48.885109, 2.435679;Romainville;
16101;Malakoff - Place de la Porte Maillot;OUI;31;21;10;7;3;OUI;OUI;2024-06-15T12:51:19+02:00;48.876733496637506, 2.2834577411413193;Paris;
12043;Daumesnil - Hébrard;OUI;40;5;33;31;2;OUI;OUI;2024-06-15T12:52:12+02:00;48.8429, 2.38474;Paris;
42305;Vanne - Saussaies;OUI;20;13;7;1;6;OUI;OUI;2024-06-15T12:50:22+02:00;48.786404, 2.338848;Cachan;
8013;Marignan - Champs-Elysées;OUI;35;31;2;1;1;OUI;OUI;2024-06-15T12:42:43+02:00;48.869495661232, 2.3066138139003;Paris;
11032;Jean-Pierre Timbaud - Vaucouleurs;OUI;47;39;8;5;3;OUI;OUI;2024-06-15T12:51:46+02:00;48.867937, 2.377885;Paris;
32001;Proudhon - Président Wilson;OUI;30;19;11;6;5;OUI;OUI;2024-06-15T12:51:41+02:00;48.906442763495, 2.3584905266762;Saint-Denis;
21028;Pierre Lefaucheux - Traversière;OUI;35;18;17;12;5;OUI;OUI;2024-06-15T12:51:57+02:00;48.82435208303827, 2.2417913004755974;Boulogne-Billancourt;
31025;Paul Signac - Aristide Briand;OUI;35;35;0;0;0;OUI;OUI;2024-06-15T12:49:33+02:00;48.86950262156371, 2.4502260982990265;Montreuil;
5107;Pontoise - La Tournelle;OUI;23;0;23;19;4;OUI;OUI;2024-06-15T12:52:19+02:00;48.850458009188, 2.3524542754922;Paris;
8549;George V - Christophe Colomb;OUI;24;12;12;4;8;OUI;OUI;2024-06-15T12:51:05+02:00;48.87046, 2.30104;Paris;
10018;Square Alban Satragne;OUI;30;9;19;16;3;OUI;OUI;2024-06-15T12:50:54+02:00;48.875388227727, 2.3559567333359;Paris;
16020;Place de la Porte de Passy;OUI;36;35;1;1;0;OUI;OUI;2024-06-15T12:52:06+02:00;48.857341095470794, 2.2644165538827115;Paris;
20007;Buzenval - Avron;OUI;50;22;24;17;7;OUI;OUI;2024-06-15T12:51:22+02:00;48.851617204998654, 2.401513597307666;Paris;
13126;Place Nationale - Château-des-Rentiers;OUI;18;14;3;2;1;OUI;OUI;2024-06-15T12:47:27+02:00;48.829268, 2.365212;Paris;
20108;Jardin de l'Hospice Debrousse;OUI;23;23;0;0;0;OUI;OUI;2024-06-15T12:51:22+02:00;48.861451061938, 2.40568600595;Paris;
4003;Quai aux Fleurs - Pont Saint-Louis;OUI;21;4;17;13;4;OUI;OUI;2024-06-15T12:50:40+02:00;48.85291595620935, 2.352195717394352;Paris;
21219;Amaury Duval - Gabriel Péri;OUI;36;33;1;1;0;OUI;OUI;2024-06-15T12:52:00+02:00;48.81718759671675, 2.323841750621796;Montrouge;
14101;Gare Montparnasse - Edgar Quinet;OUI;33;1;31;16;15;OUI;OUI;2024-06-15T12:50:01+02:00;48.841487851079, 2.3233232282801;Paris;
13011;Hôpital - Campo-Formio;OUI;7;3;3;1;2;OUI;OUI;2024-06-15T12:43:42+02:00;48.835405, 2.358218;Paris;
8020;Batignolles - Beudant;OUI;44;41;3;0;3;OUI;OUI;2024-06-15T12:50:23+02:00;48.88216401466375, 2.319852970540523;Paris;
5014;Jean Calvin - Tournefort;OUI;28;26;2;0;2;OUI;OUI;2024-06-15T12:51:34+02:00;48.84158856925782, 2.348489575088024;Paris;
15023;La Motte-Picquet - Grenelle;OUI;34;10;24;23;1;OUI;OUI;2024-06-15T12:48:43+02:00;48.84858321339195, 2.299347817897797;Paris;
23902;Gallieni - Lycée Charles Petitet;OUI;45;28;16;12;4;OUI;OUI;2024-06-15T12:51:31+02:00;48.927640283627, 2.3308986340524;Villeneuve-la-Garenne;
22501;Théâtre de La Garenne;OUI;20;18;2;1;1;OUI;OUI;2024-06-15T12:44:09+02:00;48.905658361454, 2.2345951981176;La Garenne-Colombes;
13033;Porte d'Italie;OUI;13;10;3;1;2;OUI;OUI;2024-06-15T12:51:37+02:00;48.817161987718954, 2.360236309468746;Paris;
23003;Président Wilson - Baudin;OUI;28;9;18;15;3;OUI;OUI;2024-06-15T12:50:32+02:00;48.89826887103676, 2.2849336266517644;Levallois-Perret;
42701;Charles Gide - Fort de Bicêtre;OUI;30;25;5;2;3;OUI;OUI;2024-06-15T12:50:11+02:00;48.8071937956922, 2.353984415531159;Le Kremlin-Bicêtre;
19108;Gaston Tessier - Rosa Parks RER;OUI;37;29;5;4;1;OUI;OUI;2024-06-15T12:45:36+02:00;48.8963765, 2.3743692;Paris;
20122;Vitruve - Davout;OUI;23;14;9;9;0;OUI;OUI;2024-06-15T12:44:13+02:00;48.86053161154489, 2.4091592812626543;Paris;
4002;Marché aux fleurs;OUI;23;5;18;5;13;OUI;OUI;2024-06-15T12:52:14+02:00;48.855258115391, 2.3473754525185;Paris;
18027;Damrémont - Ordener;OUI;30;28;2;1;1;OUI;OUI;2024-06-15T12:48:25+02:00;48.893400392981874, 2.336266523912805;Paris;
10105;Mazagran - Bonne Nouvelle;OUI;25;18;6;4;2;OUI;OUI;2024-06-15T12:48:34+02:00;48.870047123655, 2.3511248454452;Paris;
17015;Place de Lévis;OUI;48;43;5;2;3;OUI;OUI;2024-06-15T12:49:25+02:00;48.883546851533254, 2.3131933808326726;Paris;
13109;Brillat-Savarin - Küss;OUI;21;11;10;8;2;OUI;OUI;2024-06-15T12:50:29+02:00;48.822203, 2.350422;Paris;
42003;Place de l'Insurrection d'Août 1944;OUI;30;11;19;17;2;OUI;OUI;2024-06-15T12:50:38+02:00;48.81477852751594, 2.398074567317963;Ivry-sur-Seine;
42209;Place de l'Europe - Quai de Bercy;OUI;17;1;14;11;3;OUI;OUI;2024-06-15T12:52:15+02:00;48.82529858840266, 2.3945679143071175;Charenton-le-Pont;
4001;Arcole - Notre-Dame;OUI;31;14;17;13;4;OUI;OUI;2024-06-15T12:52:02+02:00;48.853883541328, 2.3493797332048;Paris;
13106;Bobillot - Paulin Mery;OUI;23;22;1;0;1;OUI;OUI;2024-06-15T12:52:14+02:00;48.829899841747384, 2.3543356766748507;Paris;
13128;Quai de la Gare - Pont de Bercy;OUI;30;0;26;8;18;OUI;OUI;2024-06-15T12:49:10+02:00;48.83730787972, 2.3740861260598;Paris;
15030;Emeriau - Beaugrenelle;OUI;74;0;73;65;8;OUI;OUI;2024-06-15T12:52:08+02:00;48.84791249714942, 2.2843059897422795;Paris;
14010;Jean Moulin - Place Victor et Hélène Basch;OUI;41;32;8;6;2;OUI;OUI;2024-06-15T12:49:48+02:00;48.82764910241, 2.3261967301369;Paris;
9114;Faubourg Poissonnière - Dunkerque;OUI;30;29;1;0;1;OUI;OUI;2024-06-15T12:51:28+02:00;48.880883445404436, 2.349934279918671;Paris;
14131;Jourdan - Monticelli;OUI;30;18;10;5;5;OUI;OUI;2024-06-15T12:51:33+02:00;48.822032, 2.329095;Paris;
25001;Colmar - Victor Hugo;OUI;32;24;7;1;6;OUI;OUI;2024-06-15T12:51:12+02:00;48.88652251096166, 2.173960916697979;Rueil-Malmaison;
17023;Porte d'Asnières;OUI;36;32;4;1;3;OUI;OUI;2024-06-15T12:51:41+02:00;48.89035817610495, 2.3036286234855656;Paris;
35007;Benjamin Delessert - Jean Lolive;OUI;21;19;2;2;0;OUI;OUI;2024-06-15T12:51:53+02:00;48.89392043619345, 2.417981922626496;Pantin;
44007;Camille Groult - Guy Môquet;OUI;22;6;16;12;4;OUI;OUI;2024-06-15T12:51:46+02:00;48.787482746521306, 2.3976725712418556;Vitry-sur-Seine;
47001;Place de la Gare;OUI;46;2;43;34;9;OUI;OUI;2024-06-15T12:51:37+02:00;48.80253358011283, 2.4275037646293645;Maisons-Alfort;
4016;Lobau - Hôtel de Ville;OUI;60;0;56;39;17;OUI;OUI;2024-06-15T12:50:40+02:00;48.8562118, 2.3532536;Paris;
44101;Place Mongolfier;OUI;39;6;33;30;3;OUI;OUI;2024-06-15T12:50:29+02:00;48.815160030060376, 2.4592879414558415;Saint-Maurice;
17003;Jacques Kellner - Saint-Ouen;OUI;45;44;1;0;1;OUI;OUI;2024-06-15T12:44:32+02:00;48.895809485802886, 2.327897409164145;Paris;
13032;Italie - Jardin Joan Miro;OUI;26;20;4;2;2;OUI;OUI;2024-06-15T12:51:21+02:00;48.81990914045756, 2.3592948541045193;Paris;
42501;Raspail - Albert Schweitzer;OUI;28;16;10;6;4;OUI;OUI;2024-06-15T12:52:01+02:00;48.81031545, 2.34395871;Gentilly;
22303;Lucien Lanternier - Le Luth;OUI;27;10;17;13;4;OUI;OUI;2024-06-15T12:50:24+02:00;48.93159430558871, 2.2889783978462224;Gennevilliers;
6008;Assas - Luxembourg;OUI;33;31;1;0;1;OUI;OUI;2024-06-15T12:51:17+02:00;48.843734468779, 2.3334283818759;Paris;
15004;Vaugirard - Pasteur;OUI;21;5;16;8;8;OUI;OUI;2024-06-15T12:52:16+02:00;48.84040868803496, 2.3154367133975033;Paris;
21204;Estienne d'Orves - Henri Ginoux;OUI;31;26;4;3;1;OUI;OUI;2024-06-15T12:52:05+02:00;48.815388220397274, 2.320886790760933;Montrouge;
6027;Blaise-Desgoffe - Vaugirard;OUI;32;13;19;14;5;OUI;OUI;2024-06-15T12:51:20+02:00;48.846128877747, 2.3242672160268;Paris;
43001;Paris - Laitières;OUI;22;13;9;6;3;OUI;OUI;2024-06-15T12:52:12+02:00;48.84630274151258, 2.4207553267478947;Vincennes;
22408;Place du 14 Juillet;OUI;22;18;3;0;3;OUI;OUI;2024-06-15T12:48:12+02:00;48.8192669595252, 2.30119988322258;Malakoff;
22206;Louis Pasteur - Albert Petit;OUI;31;31;0;0;0;OUI;OUI;2024-06-15T12:43:28+02:00;48.796261, 2.317289;Bagneux;
15005;Place Jacques et Thérèse Tréfouël;OUI;43;30;12;10;2;OUI;OUI;2024-06-15T12:52:12+02:00;48.842726498317, 2.3125657439232;Paris;
11021;Charonne - Pierre Bayle;OUI;23;11;11;6;5;OUI;OUI;2024-06-15T12:52:17+02:00;48.858445054262, 2.3903981223891;Paris;
18006;Square Louise Michel;OUI;36;32;1;0;1;OUI;OUI;2024-06-15T12:51:36+02:00;48.884687354509, 2.3441386967897;Paris;
21217;Louis Rolland - République;OUI;26;24;2;0;2;OUI;OUI;2024-06-15T12:50:56+02:00;48.81710889740748, 2.3193106434955717;Montrouge;
21401;Mairie de Clamart;OUI;33;20;11;2;9;OUI;OUI;2024-06-15T12:50:44+02:00;48.800612, 2.262151;Clamart;
15064;Javel - André Citroën;OUI;45;13;28;24;4;OUI;OUI;2024-06-15T12:51:05+02:00;48.846276485475, 2.2786368057131767;Paris;
13044;Place Jeanne d'Arc;OUI;36;33;2;0;2;OUI;OUI;2024-06-15T12:49:22+02:00;48.829575, 2.369126;Paris;
16011;Victor Hugo - La Pompe;OUI;41;36;4;3;1;OUI;OUI;2024-06-15T12:49:53+02:00;48.86795222470859, 2.28146318346262;Paris;
23004;Paul Vaillant-Couturier - Victor Hugo;OUI;36;27;9;8;1;OUI;OUI;2024-06-15T12:52:12+02:00;48.89819702263572, 2.293848017974069;Levallois-Perret;
12007;Gare de Lyon - Chalon;OUI;45;0;45;39;6;OUI;OUI;2024-06-15T12:52:03+02:00;48.845666194202, 2.3741452395916;Paris;
16001;Portugais - Kléber;OUI;26;24;2;0;2;OUI;OUI;2024-06-15T12:46:31+02:00;48.8712148, 2.2937349;Paris;
10165;Gare de l'Est - Place du 11 Novembre 1918;OUI;40;4;30;22;8;OUI;OUI;2024-06-15T12:51:47+02:00;48.876327, 2.3585464;Paris;
5012;Estrapade - Ulm;OUI;16;8;5;0;5;OUI;OUI;2024-06-15T12:50:35+02:00;48.84512772828, 2.3454568170362;Paris;
92001;Mairie de quartier du Plateau - Mont-Valérien;OUI;20;13;7;0;7;OUI;OUI;2024-06-15T12:49:57+02:00;48.8799933, 2.2072437;Nanterre;
8037;Monceau - Malesherbes;OUI;38;34;3;2;1;OUI;OUI;2024-06-15T12:51:24+02:00;48.8795079, 2.3145456;Paris;
21306;Place Lafayette;OUI;62;50;12;7;5;OUI;OUI;2024-06-15T12:50:13+02:00;48.829654975522, 2.2638675570488;Issy-les-Moulineaux;
33015;Charles Tillon - Cimetière Communal;OUI;30;11;19;10;9;OUI;OUI;2024-06-15T12:51:12+02:00;48.91844023641836, 2.3935630917549138;Aubervilliers;
43010;La Jarry - Place Diderot;OUI;25;21;4;1;3;OUI;OUI;2024-06-15T12:52:15+02:00;48.849726940367326, 2.452013790607453;Vincennes;
41205;Maréchal Joffre - Verdun;OUI;20;20;0;0;0;OUI;OUI;2024-06-15T12:47:38+02:00;48.85385, 2.470307;Fontenay-sous-Bois;
17107;Berthier - Place Stuart Merril;OUI;37;34;1;0;1;OUI;OUI;2024-06-15T12:51:34+02:00;48.885927922355044, 2.2933450341224675;Paris;
22015;Île de la Jatte;OUI;23;13;7;3;4;OUI;OUI;2024-06-15T12:48:48+02:00;48.894036161302104, 2.2666339203715324;Neuilly-sur-Seine;
15057;Lucien Bossoutrot - Général Martial Vallin;OUI;39;34;5;2;3;OUI;OUI;2024-06-15T12:50:49+02:00;48.836956046311, 2.2741072252393;Paris;
12018;Saint-Mandé - Fabre d'Eglantine;OUI;34;2;32;18;14;OUI;OUI;2024-06-15T12:52:10+02:00;48.8453579, 2.3965022;Paris;
16002;Pergolèse - Malakoff;OUI;38;30;5;3;2;OUI;OUI;2024-06-15T12:51:30+02:00;48.87521088779225, 2.2842781618237495;Paris;
17111;Lemercier - Cardinet;OUI;24;23;1;1;0;OUI;OUI;2024-06-15T12:51:00+02:00;48.890097168851746, 2.317377626895905;Paris;
23010;Voltaire - Anatole France;OUI;27;24;3;3;0;OUI;OUI;2024-06-15T12:52:03+02:00;48.891999360256904, 2.284262739121914;Levallois-Perret;
44016;Balzac - Olympes de Gouges;OUI;28;7;20;9;11;OUI;OUI;2024-06-15T12:49:45+02:00;48.77850332486751, 2.4006786569952965;Vitry-sur-Seine;
18007;Goutte d'or - Barbès;OUI;20;12;4;1;3;OUI;OUI;2024-06-15T12:52:11+02:00;48.885124323627, 2.3496962338686;Paris;
9004;Gérando - Rochechouart;OUI;21;16;3;0;3;OUI;OUI;2024-06-15T12:51:18+02:00;48.88294340845, 2.3464846238494;Paris;
19128;Quai de l'Oise - Aisne;OUI;30;21;9;3;6;OUI;OUI;2024-06-15T12:51:45+02:00;48.8906231, 2.3833701;Paris;
51002;Placette Grégoire Collas;OUI;25;17;8;5;3;OUI;OUI;2024-06-15T12:43:39+02:00;48.94342014002797, 2.2487476095557213;Argenteuil;
9027;Douai - Pierre Fontaine;OUI;25;21;4;0;4;OUI;OUI;2024-06-15T12:51:35+02:00;48.88229101148092, 2.33324121683836;Paris;
4021;Centre Georges Pompidou;OUI;26;2;23;8;15;OUI;OUI;2024-06-15T12:52:10+02:00;48.861419, 2.352581;Paris;
17108;Bessières - Porte de Clichy;OUI;33;29;4;2;2;OUI;OUI;2024-06-15T12:45:16+02:00;48.89611762451474, 2.31790903955698;Paris;
32601;Porte des Lilas - Faidherbe;OUI;39;39;0;0;0;OUI;OUI;2024-06-15T12:46:40+02:00;48.87861855668978, 2.4120327830314636;Les Lilas;
4020;Place Edmond Michelet;OUI;23;1;22;5;17;OUI;OUI;2024-06-15T12:46:34+02:00;48.860134890542, 2.3500636965036;Paris;
33016;Fort d'Aubervilliers;OUI;22;6;15;10;5;OUI;OUI;2024-06-15T12:51:47+02:00;48.91502382370325, 2.4035281687974925;Aubervilliers;
15022;Emile Zola - Fondary;OUI;42;3;9;7;2;OUI;OUI;2024-06-15T12:51:55+02:00;48.847051143113745, 2.2953405976295476;Paris;
12026;Place Ginette Hamelin;OUI;51;3;47;41;6;OUI;OUI;2024-06-15T12:52:03+02:00;48.837853, 2.382064;Paris;
11017;Charonne - Bureau;OUI;47;39;5;4;1;OUI;OUI;2024-06-15T12:52:10+02:00;48.854176, 2.396093;Paris;
17123;Mstislav Rostropovitch - Berthier;OUI;18;14;4;2;2;OUI;OUI;2024-06-15T12:49:33+02:00;48.892120821173975, 2.309234105050564;Paris;
1021;Halles - Bourdonnais;OUI;20;0;20;14;6;OUI;OUI;2024-06-15T12:49:48+02:00;48.860448992575, 2.3460162431002;Paris;
6012;Saint-Germain - Ciseaux;OUI;18;0;18;7;11;OUI;OUI;2024-06-15T12:51:48+02:00;48.853305277595, 2.3344654618827;Paris;
7017;La Motte-Picquet - La Tour Maubourg;OUI;40;29;11;9;2;OUI;OUI;2024-06-15T12:51:00+02:00;48.856926701847, 2.3096215831203;Paris;
15071;Suffren - Champ de Mars;OUI;23;14;8;7;1;OUI;OUI;2024-06-15T12:44:07+02:00;48.8547194, 2.2952168;Paris;
15311;Quai du Président Roosevelt - Pont Aval;OUI;30;11;19;16;3;OUI;OUI;2024-06-15T12:51:19+02:00;48.8343883676388, 2.2656820714473724;Paris;
9024;Taitbout - La Fayette;OUI;53;24;28;10;18;OUI;OUI;2024-06-15T12:50:45+02:00;48.8733298892, 2.3352625966072;Paris;
35006;Delizy - Louis Nadot;OUI;22;18;3;1;2;OUI;OUI;2024-06-15T12:50:57+02:00;48.896212845581346, 2.4094578623771667;Pantin;
21319;Esplanade du Foncet - Camille Desmoulins;OUI;28;11;17;15;2;OUI;OUI;2024-06-15T12:46:09+02:00;48.827090233494964, 2.2606857866048813;Issy-les-Moulineaux;
44005;Place Saint-Just;OUI;22;8;13;6;7;OUI;OUI;2024-06-15T12:50:23+02:00;48.790379518724265, 2.3895226791501045;Vitry-sur-Seine;
9006;Dunkerque - Trudaine;OUI;16;16;0;0;0;OUI;OUI;2024-06-15T12:46:48+02:00;48.88215166773376, 2.3463253676891327;Paris;
17119;Toqueville - Cardinet;OUI;33;31;2;0;2;OUI;OUI;2024-06-15T12:51:57+02:00;48.88490187110713, 2.3109393194317818;Paris;
8116;Champs-Elysees - Bassano;OUI;25;25;0;0;0;NON;NON;2021-02-21T20:09:18+01:00;48.871811807816, 2.300238981843;Paris;
15011;Cambronne - Villa Croix Nivert;OUI;62;56;6;5;1;OUI;OUI;2024-06-15T12:49:50+02:00;48.845847561366, 2.3017574474216;Paris;
18030;Joseph Dijon - Ornano;OUI;37;35;1;0;1;OUI;OUI;2024-06-15T12:50:23+02:00;48.89374453351521, 2.3476678133010864;Paris;
15102;Square Bela Bartok;OUI;24;18;6;6;0;OUI;OUI;2024-06-15T12:51:40+02:00;48.85120156830401, 2.2846536710858345;Paris;
92006;Place Nelson Mandela;OUI;30;27;2;0;2;OUI;OUI;2024-06-15T12:46:11+02:00;48.897874318180556, 2.2182820737361912;Nanterre;
13009;Auguste Blanqui - Corvisart;OUI;26;22;4;3;1;OUI;OUI;2024-06-15T12:52:16+02:00;48.8300989, 2.3502726;Paris;
12038;Picpus - Louis Braille;OUI;44;39;5;0;5;OUI;OUI;2024-06-15T12:51:47+02:00;48.839988788912, 2.4005256685521;Paris;
27005;Gare du Stade;OUI;20;13;6;6;0;OUI;OUI;2024-06-15T12:50:41+02:00;48.9312676, 2.2603778;Colombes;
12005;Crozatier - Faubourg Saint-Antoine;OUI;42;14;28;23;5;OUI;OUI;2024-06-15T12:50:04+02:00;48.850440013405, 2.378901366211;Paris;
8201;Arsène Houssaye - Friedland;OUI;29;27;2;1;1;OUI;OUI;2024-06-15T12:50:45+02:00;48.874510616163, 2.2994716674148;Paris;
12155;Rottembourg - Général Michel Bizot;OUI;43;7;36;34;2;OUI;OUI;2024-06-15T12:51:58+02:00;48.83787825992554, 2.4044052511453633;Paris;
10162;Alexandre Parodi - Quai de Valmy;OUI;24;19;5;3;2;OUI;OUI;2024-06-15T12:46:56+02:00;48.879359419425, 2.3665961623192;Paris;
9011;Geoffroy - Marie;OUI;20;11;9;3;6;OUI;OUI;2024-06-15T12:52:18+02:00;48.873781940593325, 2.344513876337893;Paris;
9102;Londres - Place d'Estienne d'Orves;OUI;25;21;4;4;0;OUI;OUI;2024-06-15T12:47:49+02:00;48.876693805756986, 2.3305362090468407;Paris;
13025;Place de Rungis;OUI;32;22;7;4;3;OUI;OUI;2024-06-15T12:48:12+02:00;48.82245594764965, 2.347382729482953;Paris;
5024;Place Monge;OUI;21;11;10;8;2;OUI;OUI;2024-06-15T12:49:42+02:00;48.842761803051, 2.3524079471827;Paris;
12028;Vivaldi - Antoine-Julien Hénard;OUI;27;4;23;20;3;OUI;OUI;2024-06-15T12:51:56+02:00;48.841923663276546, 2.389728979467376;Paris;
31005;Square Denise Buisson;OUI;45;43;1;0;1;OUI;OUI;2024-06-15T12:50:07+02:00;48.8562322730982, 2.426436245441437;Montreuil;
9034;Godot de Mauroy - Madeleine;OUI;22;4;16;13;3;OUI;OUI;2024-06-15T12:47:57+02:00;48.869789, 2.326347;Paris;
21314;Chemin de Bretagne;OUI;29;16;13;10;3;OUI;OUI;2024-06-15T12:45:44+02:00;48.824753068884, 2.2588385956052;Issy-les-Moulineaux;
12035;Madagascar - Meuniers;OUI;33;21;11;10;1;OUI;OUI;2024-06-15T12:51:39+02:00;48.83460464474706, 2.3970650508999825;Paris;
13516;Glacière - Soeur Catherine Marie;OUI;40;20;20;15;5;OUI;OUI;2024-06-15T12:51:09+02:00;48.829522989420596, 2.343570403754711;Paris;
41211;Louis Xavier de Ricard - Ancienne Mairie;OUI;34;30;4;0;4;OUI;OUI;2024-06-15T12:50:07+02:00;48.84629899065091, 2.472420372068882;Fontenay-sous-Bois;
10021;Marché Saint-Quentin;OUI;15;2;13;6;7;OUI;OUI;2024-06-15T12:48:11+02:00;48.877356057652, 2.3545114456374;Paris;
44011;Lebrun - Colonel Fabien;OUI;27;26;0;0;0;OUI;OUI;2024-06-15T12:49:50+02:00;48.78266870733145, 2.381317801773548;Vitry-sur-Seine;
5115;Buffon - Jardin des Plantes;OUI;30;0;29;28;1;OUI;OUI;2024-06-15T12:51:14+02:00;48.842668466104875, 2.3618587106466293;Paris;
2108;Vivienne - Montmartre;OUI;39;32;7;1;6;OUI;OUI;2024-06-15T12:50:10+02:00;48.871347597383, 2.3414588347077;Paris;
5001;Harpe - Saint-Germain;OUI;45;22;21;17;4;OUI;OUI;2024-06-15T12:51:45+02:00;48.851518815017, 2.3436703160405;Paris;
12101;Charenton - Prague;OUI;26;2;24;20;4;OUI;OUI;2024-06-15T12:51:55+02:00;48.848175129981, 2.3763584494312;Paris;
3102;Bourg l'Abbé - Saint-Martin;OUI;42;8;33;19;14;OUI;OUI;2024-06-15T12:51:30+02:00;48.86393331949257, 2.352406270802021;Paris;
21707;Square Etienne Jarousse;OUI;25;19;5;4;1;OUI;OUI;2024-06-15T12:50:33+02:00;48.82485182597129, 2.2925933450460434;Vanves;
8027;Mairie du 8ème;OUI;14;11;1;0;1;OUI;OUI;2024-06-15T12:51:48+02:00;48.877932, 2.318264;Paris;
4019;Cloître Saint-Merri - Renard;OUI;32;1;30;18;12;OUI;OUI;2024-06-15T12:46:23+02:00;48.858835448898, 2.3518279194832;Paris;
15039;Abbé Groult - Convention;OUI;12;1;12;12;0;OUI;OUI;2024-06-15T12:51:28+02:00;48.83596927866069, 2.302064039509349;Paris;
15129;Hôpital Necker;OUI;40;32;7;6;1;OUI;OUI;2024-06-15T12:49:11+02:00;48.846043490118454, 2.313245013356209;Paris;
21315;Jules Guesdes - Général de Gaulle;OUI;24;18;6;3;3;OUI;OUI;2024-06-15T12:51:37+02:00;48.81930581291959, 2.278934195637703;Issy-les-Moulineaux;
20015;Bagnolet - Orteaux;OUI;36;35;0;0;0;OUI;OUI;2024-06-15T12:51:55+02:00;48.85708641027236, 2.3984125256538396;Paris;
6022;Marché Saint-Germain;OUI;21;0;18;12;6;OUI;OUI;2024-06-15T12:51:28+02:00;48.85165625855281, 2.335500307381153;Paris;
51001;Gare d'Argenteuil;OUI;40;26;13;9;4;OUI;OUI;2024-06-15T12:47:52+02:00;48.947022436806705, 2.256898172199726;Argenteuil;
15006;Cherche-Midi - Hôpital Necker;OUI;38;23;13;8;5;OUI;OUI;2024-06-15T12:52:04+02:00;48.84461063309956, 2.317914068698883;Paris;
2112;Bibliothèque Nationale - Richelieu;OUI;17;2;15;11;4;OUI;OUI;2024-06-15T12:49:35+02:00;48.868288993515, 2.3380893096328;Paris;
41403;Gare RER - Malleret-Joinville;OUI;20;0;20;13;7;OUI;OUI;2024-06-15T12:51:44+02:00;48.802936, 2.42531;Alfortville;
21402;Place Aimé Césaire;OUI;27;23;4;0;4;OUI;OUI;2024-06-15T12:48:12+02:00;48.783194713067815, 2.2429127991199493;Clamart;
23102;Hôtel de Ville de Sèvres;OUI;32;17;14;7;7;OUI;OUI;2024-06-15T12:50:13+02:00;48.824363561288756, 2.2131047397851944;Sèvres;
13018;Bruant - Vincent Auriol;OUI;25;4;20;16;4;OUI;OUI;2024-06-15T12:51:37+02:00;48.834848452929, 2.3668264996271;Paris;
33014;Parc Eli Lotar;OUI;20;11;9;3;6;OUI;OUI;2024-06-15T12:52:21+02:00;48.91844993053703, 2.3727085813879967;Aubervilliers;
21303;Jean Monnet - Iles;OUI;32;10;21;18;3;OUI;OUI;2024-06-15T12:49:41+02:00;48.823393984057304, 2.2497073194874866;Issy-les-Moulineaux;
9007;Condorcet - Turgot;OUI;20;18;2;1;1;OUI;OUI;2024-06-15T12:48:37+02:00;48.87985155789093, 2.345232367515564;Paris;
17024;Villiers - Batignolles;OUI;23;17;5;1;4;OUI;OUI;2024-06-15T12:51:20+02:00;48.88125253846116, 2.31653843075037;Paris;
13052;Leredde - Tolbiac;OUI;44;3;41;34;7;OUI;OUI;2024-06-15T12:52:09+02:00;48.82887629664, 2.3744382709265;Paris;
15127;Place Charles Michels;OUI;37;30;7;7;0;OUI;OUI;2024-06-15T12:47:37+02:00;48.846401, 2.28502;Paris;
15036;Croix Nivert - Square Saint-Lambert;OUI;47;8;39;38;1;OUI;OUI;2024-06-15T12:51:09+02:00;48.8430515215905, 2.295200452208519;Paris;
