Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées
20105;Benoît Frachon - République;OUI;30;17;13;9;4;OUI;OUI;2024-06-15T12:51:52+02:00;48.85230729014318, 2.415605485439301;Paris;
33103;Jean Jaurès - Jules Jacquemin;OUI;24;9;13;2;11;OUI;OUI;2024-06-15T12:47:25+02:00;48.88433053604843, 2.4082902455152104;Le Pré-Saint-Gervais;
14032;Mairie du 14ème;OUI;32;21;11;8;3;OUI;OUI;2024-06-15T12:51:57+02:00;48.83254578123, 2.3254923149943;Paris;
41401;Marne - Charles de Gaulle;OUI;27;18;9;8;1;OUI;OUI;2024-06-15T12:52:07+02:00;48.815071719544434, 2.4121668934822087;Alfortville;
14011;Place des Droits de l'Enfant;OUI;24;22;2;1;1;OUI;OUI;2024-06-15T12:42:57+02:00;48.8274804, 2.3319217;Paris;
6002;Saint-Benoît - Jacob;OUI;23;18;5;5;0;OUI;OUI;2024-06-15T12:51:17+02:00;48.85545136013941, 2.3334722220897675;Paris;
20044;Davout - Volga;OUI;28;24;3;1;2;OUI;OUI;2024-06-15T12:52:13+02:00;48.852919679957296, 2.410522909779111;Paris;
14031;Didot - Place de Moro-Giafferi;OUI;22;18;4;2;2;OUI;OUI;2024-06-15T12:47:20+02:00;48.8337, 2.3215;Paris;
33012;Landy - Heurtault;OUI;30;23;6;4;2;OUI;OUI;2024-06-15T12:50:14+02:00;48.915096534520316, 2.375951372087002;Aubervilliers;
16019;Porte de la Muette;OUI;36;32;3;2;1;OUI;OUI;2024-06-15T12:42:44+02:00;48.86302317841182, 2.2687188170157406;Paris;
10019;Paradis - Hauteville;OUI;31;24;3;3;0;OUI;OUI;2024-06-15T12:49:41+02:00;48.874999954666755, 2.3522757401923404;Paris;
2013;Favart - Italiens;OUI;17;12;5;2;3;OUI;OUI;2024-06-15T12:47:40+02:00;48.871446353921, 2.3382901058508;Paris;
10024;Buisson Saint-Louis - Saint-Maur;OUI;19;13;6;4;2;OUI;OUI;2024-06-15T12:50:36+02:00;48.871746849303, 2.372252832879;Paris;
11033;Bréguet - Sabin;OUI;33;6;26;23;3;OUI;OUI;2024-06-15T12:51:20+02:00;48.856931678257, 2.3706749462105;Paris;
18039;Jardins d'Eole;OUI;20;17;3;2;1;OUI;OUI;2024-06-15T12:50:25+02:00;48.8869703, 2.3668488;Paris;
41203;Stalingrad - Rigollots;OUI;51;46;3;2;1;OUI;OUI;2024-06-15T12:47:56+02:00;48.84997403844251, 2.45557576417923;Fontenay-sous-Bois;
20022;Porte de Bagnolet;OUI;33;28;4;1;3;OUI;OUI;2024-06-15T12:50:11+02:00;48.864707139122984, 2.408344637349607;Paris;
10033;Gare du Nord - Saint-Vincent de Paul;OUI;24;3;20;17;3;OUI;OUI;2024-06-15T12:52:09+02:00;48.880955741648, 2.3524305148385;Paris;
12036;Reuilly - Place Felix Eboue;OUI;42;28;13;7;6;OUI;OUI;2024-06-15T12:52:18+02:00;48.84030274499962, 2.394630398715453;Paris;
16005;Raymond Poincaré - Place Victor Hugo;OUI;25;20;5;2;3;OUI;OUI;2024-06-15T12:49:10+02:00;48.870306124369975, 2.285074541420228;Paris;
14026;Plantes - Moulin Vert;OUI;45;38;6;0;6;OUI;OUI;2024-06-15T12:51:52+02:00;48.83005755305626, 2.3232302069664006;Paris;
5007;Ecoles - Carmes;OUI;36;1;33;22;11;OUI;OUI;2024-06-15T12:49:35+02:00;48.848904447989405, 2.3473486304283147;Paris;
16105;Crevaux - Bugeaud;OUI;31;27;4;1;3;OUI;OUI;2024-06-15T12:49:40+02:00;48.870809428669546, 2.281149007691853;Paris;
4006;Bourdon - Pont Morland;OUI;52;4;45;41;4;OUI;OUI;2024-06-15T12:52:21+02:00;48.8478103, 2.3659356;Paris;
16012;Flandrin - Longchamp;OUI;42;39;3;0;3;OUI;OUI;2024-06-15T12:50:19+02:00;48.86877849178477, 2.274354539176829;Paris;
10008;Cité Riverin - Château d'Eau;OUI;18;2;16;11;5;OUI;OUI;2024-06-15T12:50:58+02:00;48.870702423554306, 2.358739863900845;Paris;
16036;Porte Molitor;OUI;60;28;30;24;6;OUI;OUI;2024-06-15T12:50:23+02:00;48.84524763511433, 2.2569015249609947;Paris;
8117;Place de la Madeleine - Royale;OUI;43;7;35;15;20;OUI;OUI;2024-06-15T12:52:18+02:00;48.869228052648, 2.324421107769;Paris;
42505;Charles Frérot - Albert Guilpin;OUI;30;3;27;26;1;OUI;OUI;2024-06-15T12:52:02+02:00;48.8155839183714, 2.3505029082298283;Gentilly;
10032;Claude Vellefaux - Hôpital Saint-Louis;OUI;32;27;3;2;1;OUI;OUI;2024-06-15T12:52:19+02:00;48.872859139003, 2.3700717069851;Paris;
48004;Maxime Gorki - Louis Aragon;OUI;20;17;3;0;3;OUI;OUI;2024-06-15T12:52:15+02:00;48.78909814728443, 2.368387877941132;Villejuif;
12015;Place de la Nation - Picpus;OUI;36;25;11;5;6;OUI;OUI;2024-06-15T12:50:35+02:00;48.846821681548, 2.4001130461693;Paris;
14001;Edgar Quinet - Gaité;OUI;27;7;18;6;12;OUI;OUI;2024-06-15T12:51:14+02:00;48.841160928966, 2.324595451355;Paris;
18139;Poissonniers - Championnet;OUI;28;23;4;2;2;OUI;OUI;2024-06-15T12:50:22+02:00;48.89543299733937, 2.3530178144574165;Paris;
26004;Gare RER les Grésillons;OUI;22;7;12;9;3;OUI;OUI;2024-06-15T12:50:24+02:00;48.919898633572764, 2.31458459136273;Asnières-sur-Seine;
16042;Murat - Porte de Saint-Cloud;OUI;38;8;30;27;3;OUI;OUI;2024-06-15T12:52:08+02:00;48.83750862621299, 2.2577651962637906;Paris;
11112;Jules Vallès - Charonne;OUI;23;11;8;5;3;OUI;OUI;2024-06-15T12:52:20+02:00;48.85428437993525, 2.384767457842827;Paris;
1006;Grande Truanderie - Saint-Denis;OUI;33;2;29;12;17;OUI;OUI;2024-06-15T12:51:39+02:00;48.8626302, 2.3498075;Paris;
6010;Chevreuse - Montparnasse;OUI;15;3;11;5;6;OUI;OUI;2024-06-15T12:49:32+02:00;48.841739161231, 2.3315522167367;Paris;
15001;Gare Montparnasse - Arrivée;OUI;43;2;41;27;14;OUI;OUI;2024-06-15T12:52:02+02:00;48.843827994315, 2.3225811123848;Paris;
5015;Epée de Bois - Mouffetard;OUI;63;50;12;4;8;OUI;OUI;2024-06-15T12:51:34+02:00;48.841508690388835, 2.350066713988781;Paris;
15008;Sèvres - Lecourbe;OUI;62;44;16;13;3;OUI;OUI;2024-06-15T12:49:14+02:00;48.8447677, 2.3110086;Paris;
45002;Roger Salengro - Général de Gaulle;OUI;27;6;21;11;10;OUI;OUI;2024-06-15T12:48:26+02:00;48.820029010376956, 2.4846760556101803;Champigny-sur-Marne;
19110;Square Claude Bernard;OUI;30;25;4;3;1;OUI;OUI;2024-06-15T12:52:05+02:00;48.89876016219984, 2.375325746834278;Paris;
15128;Cadix - Hameau;OUI;37;14;23;21;2;OUI;OUI;2024-06-15T12:51:22+02:00;48.8340107632249, 2.289516180753708;Paris;
22201;Henri Ravera - Gabriel Péri;OUI;30;29;1;0;1;OUI;OUI;2024-06-15T12:48:25+02:00;48.79722273833844, 2.302115857601166;Bagneux;
12037;Reuilly - Daumesnil;OUI;36;24;10;7;3;OUI;OUI;2024-06-15T12:48:29+02:00;48.8395385, 2.3972516;Paris;
17009;Paul Bodin - Clichy;OUI;0;0;0;0;0;NON;NON;2024-06-15T12:46:04+02:00;48.892396146189, 2.317142598331;Paris;
1007;Turbigo - Française;OUI;16;1;15;9;6;OUI;OUI;2024-06-15T12:52:18+02:00;48.86358858111446, 2.3477794602513313;Paris;
18202;Diane Arbus;OUI;38;36;2;2;0;OUI;OUI;2024-06-15T12:47:38+02:00;48.898800717199, 2.3524022474885;Paris;
16037;Molitor - Michel-Ange;OUI;51;48;2;2;0;OUI;OUI;2024-06-15T12:47:58+02:00;48.845182081538034, 2.26211277356597;Paris;
3008;Perle - Vieille du Temple;OUI;36;1;35;26;9;OUI;OUI;2024-06-15T12:49:33+02:00;48.8601346, 2.3611206;Paris;
18004;Place des Abbesses;OUI;12;12;0;0;0;OUI;OUI;2024-06-15T12:50:03+02:00;48.884542726149725, 2.3386867716908455;Paris;
44014;Camille Risch - Paul Armangot;OUI;25;24;1;0;1;OUI;OUI;2024-06-15T12:47:29+02:00;48.774703, 2.373685;Vitry-sur-Seine;
16013;Mairie du 16ème;OUI;35;28;6;1;5;OUI;OUI;2024-06-15T12:49:13+02:00;48.863936848471994, 2.2765953093767166;Paris;
47003;Charentonneau - Maisons Alfort;OUI;20;3;17;14;3;OUI;OUI;2024-06-15T12:49:11+02:00;48.809932980484355, 2.443288456496946;Maisons-Alfort;
7012;Cité Vaneau;OUI;26;22;4;3;1;OUI;OUI;2024-06-15T12:51:52+02:00;48.8542210666207, 2.319614924490452;Paris;
20034;Sorbier - Ménilmontant;OUI;24;22;1;1;0;OUI;OUI;2024-06-15T12:43:33+02:00;48.86854239566069, 2.3897721245884895;Paris;
20001;Place de la Nation - Charonne;OUI;36;2;33;17;16;OUI;OUI;2024-06-15T12:52:01+02:00;48.848364667777, 2.3997623859813;Paris;
20008;Pyrénées - Avron;OUI;32;28;4;3;1;OUI;OUI;2024-06-15T12:49:41+02:00;48.853246898211985, 2.405871044529538;Paris;
12019;Gare de Reuilly - Picpus;OUI;28;16;12;2;10;OUI;OUI;2024-06-15T12:50:31+02:00;48.84267354116789, 2.3972943797707558;Paris;
18034;Leibniz - Jean Dollfus;OUI;32;29;1;0;1;OUI;OUI;2024-06-15T12:50:59+02:00;48.896328348515986, 2.333390423834684;Paris;
16102;Pergolèse - Marbeau;OUI;27;24;3;1;2;OUI;OUI;2024-06-15T12:51:05+02:00;48.87356870686902, 2.281512522529856;Paris;
14135;Jourdan - Cité Universitaire;OUI;39;11;26;13;13;OUI;OUI;2024-06-15T12:51:06+02:00;48.819897343156676, 2.3397007964124366;Paris;
20104;Louis Lumière.;OUI;22;16;5;1;4;OUI;OUI;2024-06-15T12:44:24+02:00;48.86216198070008, 2.41112578185621;Paris;
21309;Mairie d'Issy;OUI;41;7;34;28;6;OUI;OUI;2024-06-15T12:50:57+02:00;48.8237677924683, 2.27231115102768;Issy-les-Moulineaux;
8110;Gare Saint-Lazare - Stockholm;OUI;32;19;13;4;9;OUI;OUI;2024-06-15T12:49:51+02:00;48.877127316667654, 2.322417162358761;Paris;
12156;Niger - Soult;OUI;24;17;6;1;5;OUI;OUI;2024-06-15T12:50:42+02:00;48.84369906369085, 2.410361237220498;Paris;
20024;Gambetta - Père Lachaise;OUI;29;27;2;1;1;OUI;OUI;2024-06-15T12:48:16+02:00;48.864295696165875, 2.398228667282044;Paris;
18140;Porte de Clignancourt - Ney;OUI;40;20;18;11;7;OUI;OUI;2024-06-15T12:49:44+02:00;48.899641123987095, 2.344321422278881;Paris;
3010;Beaubourg - Michel-le-Comte;OUI;17;1;16;10;6;OUI;OUI;2024-06-15T12:49:05+02:00;48.862534941806, 2.3543103039265;Paris;
10034;Louis Blanc - La Chapelle;OUI;21;19;2;1;1;OUI;OUI;2024-06-15T12:44:09+02:00;48.884008964514, 2.3599335551262;Paris;
9009;Square Montholon;OUI;21;18;2;0;2;OUI;OUI;2024-06-15T12:52:17+02:00;48.876620377545024, 2.3457641154527664;Paris;
4108;Quai de Béthune - Pont de la Tournelle;OUI;25;0;24;21;3;OUI;OUI;2024-06-15T12:51:44+02:00;48.85097433194032, 2.356307208538055;Paris;
17019;Phalsbourg - Villiers;OUI;20;19;0;0;0;OUI;OUI;2024-06-15T12:43:31+02:00;48.88242307900951, 2.3090453445911407;Paris;
13005;Cordelières - Arago;OUI;46;32;13;12;1;OUI;OUI;2024-06-15T12:52:12+02:00;48.83548071896613, 2.348572461702221;Paris;
19201;Petit - Georges Thill;OUI;23;17;6;6;0;OUI;OUI;2024-06-15T12:44:55+02:00;48.88603131999171, 2.3895753175020222;Paris;
19002;Centquatre;OUI;42;35;6;4;2;OUI;OUI;2024-06-15T12:48:29+02:00;48.88933353845543, 2.3707854375243187;Paris;
22301;Chausson - Gabriel Péri;OUI;22;15;7;4;3;OUI;OUI;2024-06-15T12:49:34+02:00;48.921891003481115, 2.2952306270599365;Gennevilliers;
6104;Herschel - Observatoire;OUI;37;36;0;0;0;OUI;OUI;2024-06-15T12:49:54+02:00;48.84342376221923, 2.3376645147800446;Paris;
41405;Place de l'Europe - Alfortville;OUI;24;9;13;11;2;OUI;OUI;2024-06-15T12:50:58+02:00;48.78913702405837, 2.4284800887107854;Alfortville;
19010;Emile Reynaud - Porte de la Villette;OUI;22;17;4;2;2;OUI;OUI;2024-06-15T12:51:56+02:00;48.90098953630053, 2.3887022584676743;Paris;
21026;Sèvres - Général Leclerc;OUI;30;21;9;4;5;OUI;OUI;2024-06-15T12:47:55+02:00;48.83012155905476, 2.231426239013672;Boulogne-Billancourt;
10009;Mairie du 10ème;OUI;19;6;11;2;9;OUI;OUI;2024-06-15T12:51:39+02:00;48.872089449907, 2.3575825989246;Paris;
32013;Saint-Denis - Université;OUI;24;6;17;4;13;OUI;OUI;2024-06-15T12:51:50+02:00;48.94563430946964, 2.3638297989964485;Saint-Denis;
15132;Bargue -  Dutot;OUI;21;10;10;6;4;OUI;OUI;2024-06-15T12:51:51+02:00;48.837884, 2.308876;Paris;
14019;Sarrette - Général Leclerc;OUI;22;19;3;1;2;OUI;OUI;2024-06-15T12:48:07+02:00;48.825030852925, 2.3264128693982;Paris;
20006;Pyrénées - Plaine;OUI;12;10;2;2;0;OUI;OUI;2024-06-15T12:50:00+02:00;48.85026702458, 2.4062821269035;Paris;
3011;Turbigo - Réaumur;OUI;31;1;28;17;11;OUI;OUI;2024-06-15T12:52:20+02:00;48.865574047531, 2.3564198613167;Paris;
21953;Gare de Bellevue;OUI;20;18;2;0;2;OUI;OUI;2024-06-15T12:51:05+02:00;48.8192404685572, 2.2295309230685234;Meudon;
9037;Parme - Clichy;OUI;24;24;0;0;0;NON;NON;2023-10-02T00:05:20+02:00;48.881266424227, 2.3281970934506;Paris;
7021;Bosquet - Saint-Dominique;OUI;28;20;6;3;3;OUI;OUI;2024-06-15T12:52:03+02:00;48.85865170952645, 2.303716580234576;Paris;
10027;Dunkerque - Alsace;OUI;20;0;18;3;15;OUI;OUI;2024-06-15T12:51:56+02:00;48.879355, 2.358379;Paris;
2015;Louis le Grand - Italiens;OUI;33;26;6;3;3;OUI;OUI;2024-06-15T12:50:12+02:00;48.870508937204, 2.3340544619393;Paris;
22401;Charles de Gaulle - Plateau de Vanves;OUI;33;28;5;2;3;OUI;OUI;2024-06-15T12:51:41+02:00;48.82233088973263, 2.298571803412886;Malakoff;
14137;Maurice d'Ocagne - General Maudhuy;OUI;30;23;6;1;5;OUI;OUI;2024-06-15T12:50:04+02:00;48.82414282524159, 2.3158789426088333;Paris;
19129;Solitaires - Place des Fêtes;OUI;29;27;2;1;1;OUI;OUI;2024-06-15T12:50:17+02:00;48.876601, 2.391769;Paris;
31709;Place de la Fraternité;OUI;22;21;1;0;1;OUI;OUI;2024-06-15T12:49:25+02:00;48.85716405838368, 2.422847449779511;Montreuil;
14103;Maine - Liancourt;OUI;27;21;5;2;3;OUI;OUI;2024-06-15T12:48:42+02:00;48.835064363954, 2.323731449974;Paris;
10006;Petites Ecuries - Faubourg Saint-Denis;OUI;28;26;2;0;2;OUI;OUI;2024-06-15T12:51:35+02:00;48.87287120589831, 2.3542150855064397;Paris;
12020;Cours de Vincennes - Soult;OUI;45;17;28;19;9;OUI;OUI;2024-06-15T12:52:16+02:00;48.846918761569, 2.4105220288038;Paris;
12002;Lacuée - Lyon;OUI;16;0;16;11;5;OUI;OUI;2024-06-15T12:47:50+02:00;48.849268481958, 2.3704585433006;Paris;
24006;Adolphe Lalyre - Armand Silvestre;OUI;40;34;5;3;2;OUI;OUI;2024-06-15T12:47:58+02:00;48.90406266961591, 2.273416221141815;Courbevoie;
21506;Maurice Payret-Dortail;OUI;22;20;2;0;2;OUI;OUI;2024-06-15T12:52:17+02:00;48.87811957063342, 2.2233625128865246;Suresnes;
14132;Bézout - Général Leclerc;OUI;30;24;5;0;5;OUI;OUI;2024-06-15T12:50:50+02:00;48.82884804502439, 2.3285973072052;Paris;
4103;Archives - Rivoli;OUI;25;2;22;10;12;OUI;OUI;2024-06-15T12:51:09+02:00;48.857346707443, 2.3539767041802;Paris;
4014;Blancs-Manteaux - Archives;OUI;29;1;26;13;13;OUI;OUI;2024-06-15T12:51:31+02:00;48.85941800703, 2.3559471219778;Paris;
8028;Arsène Houssaye - Champs-Elysées;OUI;29;26;3;0;3;OUI;OUI;2024-06-15T12:47:02+02:00;48.873409276267, 2.2977904602885;Paris;
26005;Hôtel de Ville d'Asnières sur Seine;OUI;30;7;22;10;12;OUI;OUI;2024-06-15T12:52:14+02:00;48.90999330025577, 2.288238108158112;Asnières-sur-Seine;
10011;Bourse du Travail;OUI;17;0;16;8;8;OUI;OUI;2024-06-15T12:51:51+02:00;48.868976638826, 2.3623438552022;Paris;
2005;Montmartre - Etienne Marcel;OUI;16;9;6;5;1;OUI;OUI;2024-06-15T12:52:01+02:00;48.86502194581, 2.3450684401448;Paris;
3001;Beaumarchais - Saint-Gilles;OUI;51;51;0;0;0;NON;NON;2024-06-15T12:50:55+02:00;48.8580378, 2.3679352;Paris;
13125;Gare d'Austerlitz - Pont Charles de Gaulle;OUI;55;3;51;30;21;OUI;OUI;2024-06-15T12:51:48+02:00;48.842319830109304, 2.3670300096273422;Paris;
20029;Frères Flavien - Porte des Lilas;OUI;23;22;1;0;1;OUI;OUI;2024-06-15T12:43:56+02:00;48.8780992764359, 2.41104629853209;Paris;
19012;Lally-Tollendal - Armand Carrel;OUI;28;22;4;3;1;OUI;OUI;2024-06-15T12:49:11+02:00;48.88270066221072, 2.374717555940151;Paris;
2003;Saint-Denis - Réaumur;OUI;32;25;4;3;1;OUI;OUI;2024-06-15T12:49:49+02:00;48.8661116315789, 2.3507790675507594;Paris;
22306;Place du 17 Octobre;OUI;20;3;16;14;2;OUI;OUI;2024-06-15T12:49:47+02:00;48.91962690034779, 2.2978286134199792;Gennevilliers;
22503;Joffre - Aigle;OUI;20;14;5;4;1;OUI;OUI;2024-06-15T12:42:30+02:00;48.904033, 2.245096;La Garenne-Colombes;
22502;Kléber - National;OUI;20;17;3;1;2;OUI;OUI;2024-06-15T12:51:15+02:00;48.906333898712234, 2.2393910586833954;La Garenne-Colombes;
1102;Française - Etienne Marcel;OUI;37;0;36;24;12;OUI;OUI;2024-06-15T12:52:10+02:00;48.864053304653766, 2.347587011754513;Paris;
3006;Mairie du 3ème;OUI;32;0;30;15;15;OUI;OUI;2024-06-15T12:51:08+02:00;48.86446178139141, 2.361762821674347;Paris;
21110;Parc Roger Salengro;OUI;35;6;29;20;9;OUI;OUI;2024-06-15T12:51:10+02:00;48.905303858642, 2.31055945158;Clichy;
3005;Sainte-Elisabeth - Turbigo;OUI;33;33;0;0;0;NON;NON;2024-06-02T08:46:29+02:00;48.86610337431, 2.3596492409706;Paris;
13017;Nationale - Vincent Auriol;OUI;33;27;3;1;2;OUI;OUI;2024-06-15T12:48:52+02:00;48.83252708397293, 2.362354410392119;Paris;
22504;Château - République;OUI;20;8;12;3;9;OUI;OUI;2024-06-15T12:51:47+02:00;48.905928, 2.253629;La Garenne-Colombes;
15111;Olivier de Serres - Leriche;OUI;25;24;1;0;1;OUI;OUI;2024-06-15T12:50:05+02:00;48.83460221715206, 2.2957482933998112;Paris;
19111;Cesaria Evora - Rosa Parks;OUI;40;20;19;18;1;OUI;OUI;2024-06-15T12:48:55+02:00;48.89717672825043, 2.3745173960924144;Paris;
2021;Cléry - Montmartre;OUI;44;31;13;12;1;OUI;OUI;2024-06-15T12:49:47+02:00;48.867458, 2.3445211;Paris;
21215;Verdier - Jean Jaurès;OUI;33;29;4;2;2;OUI;OUI;2024-06-15T12:51:47+02:00;48.81614048711214, 2.3123561963438988;Montrouge;
3009;Temple - Haudriettes;OUI;19;8;10;8;2;OUI;OUI;2024-06-15T12:52:18+02:00;48.861636880212, 2.3566960206458;Paris;
41208;Alouettes - Maréchal de Lattre de Tassigny;OUI;22;18;4;1;3;OUI;OUI;2024-06-15T12:43:47+02:00;48.85511009293948, 2.4930700287222862;Fontenay-sous-Bois;
3012;Square Emile - Chautemps;OUI;25;16;8;3;5;OUI;OUI;2024-06-15T12:50:17+02:00;48.867433724231, 2.3536357283592;Paris;
42704;Mairie du Kremlin-Bicêtre;OUI;25;21;4;1;3;OUI;OUI;2024-06-15T12:51:24+02:00;48.81191981537702, 2.3570189997553825;Le Kremlin-Bicêtre;
23702;Hôtel de Ville de Chaville;OUI;20;16;4;1;3;OUI;OUI;2024-06-15T12:49:23+02:00;48.80887149094033, 2.188134044408798;Chaville;
4009;Village Saint-Paul;OUI;28;0;28;26;2;OUI;OUI;2024-06-15T12:48:55+02:00;48.852639866624806, 2.3607301712036137;Paris;
14022;Didot - Mariniers;OUI;35;34;1;0;1;OUI;OUI;2024-06-15T12:48:31+02:00;48.82650543613106, 2.313136198271666;Paris;
26006;Bas - Gabriel Péri;OUI;30;23;7;4;3;OUI;OUI;2024-06-15T12:45:43+02:00;48.91585580539625, 2.2948095202445984;Asnières-sur-Seine;
2002;Etienne Marcel - Montorgueil;OUI;28;2;25;22;3;OUI;OUI;2024-06-15T12:51:25+02:00;48.86450567259199, 2.3461959511041637;Paris;
2012;Choiseul - Quatre Septembre;OUI;44;33;11;2;9;OUI;OUI;2024-06-15T12:50:21+02:00;48.8699355331869, 2.3359975218772893;Paris;
31001;Lagny - Auguste Blanqui;OUI;27;23;4;2;2;OUI;OUI;2024-06-15T12:51:59+02:00;48.84922568052601, 2.4218603968620305;Montreuil;
21509;Gardenat Lapostol - Franklin Roosevelt;OUI;24;20;3;3;0;OUI;OUI;2024-06-15T12:47:36+02:00;48.871839, 2.222505;Suresnes;
21507;Gardenat-Lapostol - Velettes;OUI;20;20;0;0;0;OUI;OUI;2024-06-15T12:50:11+02:00;48.87387, 2.224185;Suresnes;
13054;Pau Casals - Neuve Tolbiac;OUI;53;2;51;28;23;OUI;OUI;2024-06-15T12:51:59+02:00;48.8311602, 2.3774395;Paris;
14023;Adolphe Pinard - Victor Hugo;OUI;52;47;3;1;2;OUI;OUI;2024-06-15T12:51:52+02:00;48.8236825874564, 2.3077843710780144;Malakoff;
1012;Jean-Jacques Rousseau - Deux Ecus;OUI;22;2;19;17;2;OUI;OUI;2024-06-15T12:48:11+02:00;48.86297805972131, 2.3414635285735126;Paris;
4015;Mairie du 4ème;OUI;44;1;41;29;12;OUI;OUI;2024-06-15T12:52:07+02:00;48.855949910497, 2.3563823103905;Paris;
19130;Place Paul Delouvrier;OUI;26;22;4;1;3;OUI;OUI;2024-06-15T12:52:06+02:00;48.89197621431365, 2.3851288855075836;Paris;
3003;Fille du Calvaire - Turenne;OUI;29;3;25;9;16;OUI;OUI;2024-06-15T12:52:06+02:00;48.86210505412563, 2.3649600148200993;Paris;
21505;Édouard Vaillant - Place Jean Jaurès;OUI;24;24;0;0;0;OUI;OUI;2024-06-15T12:51:42+02:00;48.86265537999924, 2.2089037319128613;Suresnes;
9111;Victoire - Laffitte;OUI;20;11;9;7;2;OUI;OUI;2024-06-15T12:51:59+02:00;48.87514373494672, 2.338118505144376;Paris;
2016;Aboukir - Alexandrie;OUI;21;15;4;2;2;OUI;OUI;2024-06-15T12:47:20+02:00;48.86868344444473, 2.3502043269474897;Paris;
5122;Saint-Michel - Luxembourg;OUI;29;26;3;1;2;OUI;OUI;2024-06-15T12:52:03+02:00;48.84501507626, 2.3394941166043;Paris;
4018;Saint-Bon - Rivoli;OUI;19;1;18;10;8;OUI;OUI;2024-06-15T12:50:59+02:00;48.857999643315, 2.3502172809763;Paris;
48005;Eugène Varlin - Place de la Paix;OUI;23;23;0;0;0;OUI;OUI;2024-06-15T12:51:04+02:00;48.792862, 2.363093;Villejuif;
4007;Place de la Bastille - Bourdon;OUI;35;3;32;29;3;OUI;OUI;2024-06-15T12:49:25+02:00;48.852364355271, 2.3681089282036;Paris;
14133;Froidevaux - Boulard;OUI;35;22;13;7;6;OUI;OUI;2024-06-15T12:50:58+02:00;48.835147319625, 2.3294411972165;Paris;
16044;Porte de Saint Cloud - Parc des Princes;OUI;32;3;28;23;5;OUI;OUI;2024-06-15T12:51:36+02:00;48.838662757066, 2.2525164484978;Paris;
4012;Tiron - Rivoli;OUI;28;0;28;15;13;OUI;OUI;2024-06-15T12:47:52+02:00;48.855692253233, 2.3579058051109;Paris;
44001;Quai Jules Guesde - Saint-Simon;OUI;30;6;24;18;6;OUI;OUI;2024-06-15T12:50:37+02:00;48.80391487219, 2.4089661620274;Vitry-sur-Seine;
21706;Jean Bleuzen - Square du 11 Novembre;OUI;49;44;2;0;2;OUI;OUI;2024-06-15T12:49:30+02:00;48.8232579, 2.2965213;Vanves;
33020;Waldeck Rochet - Germaine Tillon;OUI;31;21;10;4;6;OUI;OUI;2024-06-15T12:51:58+02:00;48.91105960199651, 2.3676301538944244;Aubervilliers;
10041;Gare du Nord - La Chapelle;OUI;18;12;4;2;2;OUI;OUI;2024-06-15T12:45:41+02:00;48.884178287286, 2.3561057075858;Paris;
32019;Place du 8 mai 1945.;OUI;30;4;26;7;19;OUI;OUI;2024-06-15T12:51:11+02:00;48.938882272105, 2.3566243797541;Saint-Denis;
4017;Place de l'Hôtel de Ville;OUI;14;1;11;8;3;OUI;OUI;2024-06-15T12:51:34+02:00;48.8573314, 2.351458;Paris;
9039;Chaussée d'Antin - Haussmann;OUI;24;0;24;9;15;OUI;OUI;2024-06-15T12:51:26+02:00;48.87243, 2.33359;Paris;
1014;Rivoli - Musée du Louvre;OUI;24;2;20;16;4;OUI;OUI;2024-06-15T12:51:11+02:00;48.86364636851945, 2.33409583568573;Paris;
1026;Place du Lieutenant Henri Karcher;OUI;30;13;17;9;8;OUI;OUI;2024-06-15T12:51:42+02:00;48.863490871724466, 2.3400671035051346;Paris;
42211;Séminaire de Conflans - Liberté;OUI;26;20;4;3;1;OUI;OUI;2024-06-15T12:52:08+02:00;48.823194, 2.404179;Charenton-le-Pont;
23101;Grande Rue - Europe;OUI;25;21;4;2;2;OUI;OUI;2024-06-15T12:46:20+02:00;48.8218104687602, 2.205879874527455;Sèvres;
42026;Barbès - Monique Maunoury;OUI;40;34;6;0;6;OUI;OUI;2024-06-15T12:50:10+02:00;48.81552718820216, 2.3687169334905405;Ivry-sur-Seine;
17106;Berthier - Porte de Clichy;OUI;24;0;23;20;3;OUI;OUI;2024-06-15T12:49:53+02:00;48.894222687781, 2.3125872006816;Paris;
12163;Hippodrome Paris-Vincennes;OUI;42;27;15;9;6;OUI;OUI;2024-06-15T12:52:22+02:00;48.82048387758518, 2.446271181106568;Paris;
1116;Ventadour - Opéra;OUI;27;0;26;16;10;OUI;OUI;2024-06-15T12:52:05+02:00;48.866810653323, 2.3343884482519;Paris;
3002;Saint-Gilles - Turenne;OUI;18;2;15;12;3;OUI;OUI;2024-06-15T12:52:09+02:00;48.858158956779, 2.3647149920992;Paris;
32024;Port - Confluence;OUI;26;17;9;2;7;OUI;OUI;2024-06-15T12:50:27+02:00;48.936093926526, 2.3436167797955;Saint-Denis;
4101;Bastille - Beaumarchais;OUI;23;1;20;16;4;OUI;OUI;2024-06-15T12:51:46+02:00;48.853833463852, 2.3685702681541;Paris;
